CustomerID,Region,CustomerJoinDate
345e77bf-4a44-4a4c-9b4f-6f5e21e39e8b,East,2023-08-03
c672d9cb-b74b-48ea-bff3-908ff9790632,West,2023-03-13
19ebe822-7b55-4146-9fbf-7f30a95fcc27,West,2023-09-08
8553b15d-bab5-41e2-b9b1-3bd3e2a7c51e,West,2023-04-17
2de84462-b349-47ab-8700-7ac254586db9,West,2023-01-23
cc8645a3-a19b-4915-9cc6-2dce14049120,West,2023-09-26
96550947-3cf0-4e17-816e-b347b9a4b83a,East,2023-05-26
515d5080-8725-4a15-b600-a0b1c9761f39,West,2023-06-29
23781516-59fe-4b3b-af71-4d6cb8a012ad,East,2023-10-15
977445c9-8561-4c71-a03c-ddf327b5dfc2,West,2023-07-27
ebd558e7-7e80-4319-b5f2-1bbd43d443b7,East,2023-05-04
0a5d8031-b5a7-4be4-8d5d-63b70f2a67c7,East,2023-09-13
967b5e21-3557-4672-b9fa-1329548890df,West,2023-04-25
98aaf1ba-6661-4a2c-b7de-6279ddc742ec,East,2023-08-21
82df6f1e-6e7d-40cd-aec0-e796f8f27a63,East,2023-07-05
e5040015-0c1f-4b62-84e4-6278ebfb2842,West,2023-02-25
a1d952b9-ce77-46c9-a08b-f5e62486096f,East,2023-04-30
ac87ecf7-ef9d-4b6a-84c4-7c1aa07eab14,West,2023-03-25
fdfd6a26-e160-41ca-ba3d-6a74d52e433b,West,2023-10-23
a8baf97f-b8fe-4e51-bb9e-6f7782e358bb,East,2023-08-31
6484f72d-36e0-4b57-b749-fc901a112e94,North,2023-09-18
29486f10-bb43-41fd-81d6-04068a069c06,West,2023-06-16
b35be8e1-a9c3-4905-9242-bcf0b3d07df3,East,2023-12-13
41a9aaff-9207-4a6c-81cc-76310bcf0d31,West,2023-10-08
80ff4978-481e-4e21-a861-b4000fe3f313,East,2023-12-16
65ab0594-c227-4bd9-816a-bd5336c91223,West,2023-02-02
f3e60614-ba5e-441d-8f9e-2cb6807bfc3d,East,2023-04-21
5aef6f06-ce0f-4b73-af6a-f098779ff3ec,West,2023-01-03
db3b8c62-9cf3-448b-8e67-f6f0ad9cc3a6,West,2023-04-12
706c67be-d537-4a97-a512-10ad15c1beab,East,2023-08-23
7eb4763b-0f54-4e8d-aadf-e151e3a76463,North,2023-06-25
d960ec46-3288-4c77-82ec-5c1304a160ee,South,2023-05-13
d72c51fa-89a1-4147-99f4-2dcf892fdbcc,North,2023-04-21
19ffd59d-83b2-472d-9e3b-ccd79ee91948,North,2023-05-22
77b39e16-0010-44c1-a42e-e0de5a0cb50d,West,2023-02-03
ca3f398d-7265-4d2a-ab5c-1f388cbd8370,East,2023-05-25
ad067b85-adea-4786-937c-1a59ae64c758,West,2023-09-28
3027e6f9-f285-49fb-93a7-932583102f1b,East,2023-09-02
f77e8ca6-870a-4191-8a37-8f36802e1308,West,2023-03-21
ab8adb41-5ec5-456d-a160-a01affd920c4,West,2023-05-23
4661672e-252f-4297-8b05-ba339f296241,West,2023-02-10
eae2fd4d-7639-4f54-9b71-82d5e220e66d,West,2023-08-23
868ce574-ced2-49c2-a90a-6e89e6640934,West,2023-08-14
2839ee13-c4a8-495e-b522-7e1772610d15,West,2023-03-14
836d1925-ab48-4775-b129-86ba759b8998,South,2023-06-19
3b45412d-606b-4a6b-a950-cf1cd25d6753,East,2023-07-22
c3232819-ef1b-4fb8-b82c-17c22911890b,East,2023-08-16
9a8ec59b-2f40-4e75-8cd4-c3e0b5428bff,West,2023-10-02
b08475ba-c996-423d-9837-a8cde0c0e7ca,South,2023-10-24
1959deb4-14ea-44cb-b5a1-915e9485b006,East,2023-05-28
a569db7e-4e9f-449e-a108-c6eef0392bd1,North,2023-01-07
2ccc1c6a-36c7-484e-b583-fadb4cca5349,East,2023-12-27
843aafe5-e9e0-4c4e-88c3-15357434a75d,East,2023-05-22
6a60908f-c782-4a70-9760-68affc310ed5,West,2023-01-17
f088c821-8bcc-4b69-9b36-31b0edeb5653,West,2023-10-28
15d97f4e-fe02-4142-91c2-832282eaa6a0,West,2023-09-09
53ae5591-e674-4d99-b667-f052300fccdf,West,2023-09-12
6584d2ab-048e-4111-a909-2b4fd3416e18,West,2023-08-06
944fb82a-0480-4a55-a4a2-abb2c61681a4,East,2023-01-07
019d6740-e346-47b9-b042-acab3646d400,West,2023-01-13
b8742a68-3c6f-4763-82e4-66e3505a12ce,South,2023-10-08
d84a5bc4-af44-4030-9e24-d893b6f6e966,East,2023-12-12
aff5b637-3d55-48c8-b9fc-194dfcb369ae,West,2023-06-07
b295e870-f1a9-461d-93fd-c2f7f686e10e,East,2023-01-07
980d0516-288c-4e8a-8672-b19b88808fed,West,2023-12-09
9893a9d5-0732-4f1a-acfc-0dac56457425,South,2023-03-08
b7fd8f42-7477-4c83-ba82-eee3bef2f366,South,2023-07-29
cbe5ec95-f2db-4399-a450-5e95b5f0f896,West,2023-05-07
bb5d5299-436f-4cea-91b1-ab3f2d3f9922,East,2023-06-26
55788ef6-2576-4528-9264-9b49765f072d,East,2023-05-19
582a03eb-4c34-43b2-a8d8-fe3086df23a6,East,2023-09-21
86883d26-3510-4b82-9fc7-da6d8a684b9c,East,2023-05-26
46b05e89-d7cb-4f00-b96e-d51b9a70ecce,West,2023-02-07
432f9bfc-4c2f-4748-850a-90f385eef86e,North,2023-02-04
55bc49dc-a542-49a5-ab7d-60463db9fb46,South,2023-02-21
0fd8caf3-b00a-4f52-89be-fcd2047e17af,West,2023-10-01
25d277dc-e796-4782-a7ef-3e1d2fb59188,West,2023-04-25
540ac3ae-f70c-4b2e-9faa-e44a0dbc5c94,South,2023-03-07
896da1ee-2b57-44ef-bb23-62191d934bc7,West,2023-01-02
8938c721-fa93-4969-8ada-be352999c69d,West,2023-12-17
cd62b435-4559-412b-9fab-4861a5e87475,South,2023-09-05
0dbeb864-49cc-4ff3-9ccc-3edec157aba2,North,2023-09-12
dc375298-2549-4d89-b752-d6e8f0a711af,North,2023-10-28
c13a8e8b-51e7-45ae-a58b-980416349ae2,South,2023-04-03
8052c4aa-8c4b-40e1-8d5a-42ba025adeab,East,2023-04-26
98c0cbd2-519c-4482-9c03-a77f16684ab1,West,2023-01-21
42b384aa-9070-4b83-bab4-3a016da0af40,East,2023-04-27
bf0d6160-338f-4cad-8123-0b5a6763b192,South,2023-04-10
5091fa4c-90c5-48d0-be59-79c47d280076,South,2023-07-18
3e698ca1-661f-444e-b442-838fa7c4206a,West,2023-11-14
f2c0e0eb-40eb-4222-8690-7ced016ccce6,East,2023-01-30
b03346eb-bbe7-454a-b978-171587166852,West,2023-01-15
31bd87f8-56a1-4ab6-9a7a-716e19ec8220,East,2023-08-05
0aca39d0-c1c9-450c-bf56-9026ed1420ff,East,2023-08-13
0f41c0a7-d3d2-4c8e-830b-125e778728d7,South,2023-07-15
074ff891-45d2-496c-ab2a-f3f8bb6cd214,South,2023-05-11
e2aa2c64-4a88-4261-aa00-886749b824c4,West,2023-05-06
e148184e-9b3a-41eb-9b26-f33d7dfb4bb0,West,2023-07-21
8a5c8184-d7b1-44a1-bb80-2b709969932b,North,2023-08-22
51eea915-f3d3-4c3e-bd09-f158a0f182e6,East,2023-08-11
d8777a29-8b63-48a6-a4d9-c01a69272eec,West,2023-07-25
249d97d0-0ab8-4111-a9b9-484f09733111,South,2023-12-19
b9b2abc7-fc9a-47f2-9e81-8446b7db4fd8,East,2023-02-01
9db836e7-e5e0-4351-8a5a-37c082766fba,East,2023-05-09
3aea3b26-9c7a-481d-890c-b9ebb40358e0,North,2023-04-23
977f6e20-4148-4311-b44a-c4a652506525,East,2023-09-25
fcd08e95-2618-4bc4-9e53-a3a4cfe97e16,North,2023-07-22
889b8d90-6fd7-4dc5-b0d7-6fdce37da4c0,North,2023-06-13
9344a240-6a23-4dd8-8923-3e0b87c3c65e,East,2023-09-22
3331a694-770e-4359-8789-46845e585c39,East,2023-01-11
b774a7f6-a645-42e3-af7c-6068867968ca,North,2023-10-07
5a321a8f-6274-40e8-9713-8874fd99aead,South,2023-10-12
e1e645a3-467b-485b-95b6-3b55f072769c,West,2023-07-17
bbccecfa-0eaa-433d-81c9-1fddba3792d4,West,2023-04-21
f5d6f135-f651-402f-b38d-c5ec051c1e28,East,2023-08-01
3460476c-1d79-410d-a906-c55059d97e1a,West,2023-10-19
4869e96e-be25-4854-963b-23f56ab1a019,West,2023-02-03
39a1dc8b-c9b4-4377-adb6-8eeef78d8192,South,2023-10-05
72a4aaac-fd44-42a1-aaee-3e6c7cf309e2,West,2023-08-26
989bc40e-1776-4ea5-892f-d2df497c2608,North,2023-03-30
4566cff3-db65-43ab-ad22-32107433a602,East,2023-12-04
b6c1bc20-6980-4cbf-8df2-3a9ea48ff661,West,2023-06-06
192002f0-b438-4ddc-9119-098b9b10b9c6,West,2023-05-27
e5136dae-ecfe-4abb-b3a4-001763a5476d,North,2023-09-23
d4b53af0-6d06-4d0e-b2e1-b84de575e1c5,North,2023-05-24
38a0f956-bf9f-4066-9543-2f0922289e42,West,2023-08-23
01ab4a79-7c36-4fc3-93b9-758bf5edbd00,East,2023-08-13
f2a42f47-7f93-4bc5-b36d-c22c2119cfc8,East,2023-11-11
f30790df-5f33-4861-a894-388e81c8d350,West,2023-09-23
f8ab10b6-1108-4ae2-a2b8-7cbdfe993a9a,East,2023-05-16
4c618332-9d39-4e0c-8fbf-8175c6b0ada6,West,2023-11-18
67435b8b-3191-4bd1-a143-8adb5039c70e,West,2023-11-11
0e24031a-213b-4ac8-aba2-ca13e1134488,East,2023-12-26
5016da27-a92e-4a02-8c0d-ad1bc63a16c7,South,2023-09-12
18405ad5-5712-4ee4-84fd-9e682ad3d596,West,2023-08-28
d245da28-64dc-4d8d-9d1f-6f6cab7abb85,East,2023-02-19
5bc65488-8997-4f0b-9f7c-98bc3c2a66cd,East,2023-10-06
242bc6b4-f80a-4862-be57-8aaf71ffca12,East,2023-07-29
4cabc9cc-62ac-4315-b6e9-04f78686e8bc,East,2023-04-19
7f9f3881-a8b6-4a15-a3fb-4f4b7e75e1ef,South,2023-06-02
596febf3-9aa4-4c07-88ab-f7662388e50c,West,2023-09-24
ff2be8d4-a06b-4c87-aefa-1f4020ebc0e2,South,2023-06-08
3a268118-56c7-4394-b063-93cb08e65aa2,West,2023-02-25
d0a990c4-15fd-4ee7-88b1-26b69ecef9d4,East,2023-02-24
b622a6ab-2b36-4a67-852a-fde60311ee7a,West,2023-10-29
31922566-0f17-4f1d-85c9-a5e5fc1d87a1,West,2023-01-29
3c11da88-1574-43bc-aeeb-a3913d2c26e5,South,2023-05-08
08d68de0-766e-42e3-9145-4e030f805140,East,2023-11-23
de9fa385-96c7-41cd-abef-e3d99580386d,West,2023-05-01
ac27451b-fbb6-4628-b02c-7f0aea75116c,East,2023-09-03
006bc8ad-8e59-4d6f-ab38-475a02a0f952,East,2023-01-23
ab24814b-7040-40d8-aa14-9a6b0fb6eb74,East,2023-03-14
af9b8d24-2164-442d-b5dc-df1ed7d5e4a1,West,2023-11-12
d2424460-2668-4f1e-83e2-02a03ace9731,East,2023-10-05
b0b59c92-9d04-4619-8875-3a67285fa02f,East,2023-02-18
c773874c-adcd-4b21-9d8f-f72f3b3cb8eb,West,2023-10-17
9051e3a4-0947-48c0-8269-308d42f6e1b9,West,2023-05-15
5884e18b-6ffd-48ec-8569-4ff2a752247a,West,2023-08-15
0b59de48-4882-496e-98d7-a9053fe88877,East,2023-06-10
060e33b3-e9ae-4899-a3d3-d742591d183b,South,2023-10-04
46ee2157-1365-44f4-ae66-e5855c3779d7,East,2023-12-02
100acc5d-dde2-4723-b7eb-57390df1b151,West,2023-08-02
e5013d3a-8732-4ebf-b104-b964adc25f76,East,2023-03-30
0518f99d-8e5b-496f-9c0b-34f0c24ee49f,West,2023-07-25
a5b44644-9115-4b94-8d6d-8175d596d31b,North,2023-08-26
c8cf6935-9874-4470-8efb-2aaaa4ea9763,North,2023-08-30
398f59e7-8729-418f-842b-906d50b156af,West,2023-07-21
2415b3cd-cfae-45da-8003-dbdff47fd89a,West,2023-02-22
39712a14-9e71-446c-8e09-483790702516,North,2023-02-12
1fab239d-794b-447f-8caf-a58c43886f2d,West,2023-11-16
a43b80b4-8ec0-41bc-bca4-2f51dbf349b6,East,2023-03-17
e9525326-8155-4e1c-8bad-6dbc399bf3d5,West,2023-06-07
dcf6561b-99b3-4dac-b1dd-cd6551f6fa4a,West,2023-12-11
3d58bd4f-cc87-4a5d-a258-08c862b2ad2f,West,2023-02-07
b59d7d54-a0b9-4ba0-b2c4-b174c9f051a9,West,2023-10-07
76d8905a-bbc9-401c-84e7-fc20578996f0,East,2023-03-01
e1061800-f9c3-4349-8fb7-ecf4deea55b3,South,2023-01-20
39135cde-bdde-445a-9ab0-b12b04ef66a4,East,2023-05-17
8b37abf3-4486-4871-8768-982d137116f5,South,2023-10-22
40ced29c-f517-4a8f-acaf-959ed0f3b156,South,2023-10-16
c303e6ca-9244-46d6-ab9b-c32577f8bbf5,East,2023-07-18
20e6411f-80f4-4a23-96c8-2a3ed4fe55ea,East,2023-03-13
0e025dda-dcfd-4349-b45d-994ba4664cb3,West,2023-11-07
ac0e0eee-04eb-4dd6-bb52-3a2a532b62c0,East,2023-11-09
524e9631-7dc4-489e-94e2-7b12f7cbc615,South,2023-12-28
192ea761-a820-472a-9594-b3c2a01a1835,West,2023-12-23
4c71f46b-aec0-4b76-92c5-beda74b59e13,West,2023-12-22
9617f968-1a46-4d9a-bea3-fd528b32f34b,West,2023-03-18
8ee81a10-51c3-4f56-82b0-d43244ecdac5,East,2023-03-30
06ea8b50-0535-4c29-bc28-ff3c7c4ba7b8,East,2023-04-27
abfbe900-b23d-4716-a745-9bf24d0676da,East,2023-03-19
18bce6d7-de06-47c3-87dc-67dc5c8ffe62,North,2023-11-04
a639b900-853e-4471-8a0f-813641a7ce0d,East,2023-11-25
9f956bf5-3b88-4a3c-8cb4-d3f138bdf033,North,2023-06-19
b11cf2ec-3100-4d17-a509-d5ba99e147c6,West,2023-03-12
328bf3ea-9e06-4458-a2dc-3c2a20859be6,West,2023-09-17
6eb9203d-35ae-4742-bb1e-911b16965477,East,2023-11-21
ee0a4bac-514b-47e0-afb3-0643ed31e7c0,East,2023-07-08
66d3d64f-ce87-4119-bed2-2ca019d60c79,South,2023-11-22
be63b537-602b-468d-8f5b-44bec4d517db,North,2023-01-21
